Time (min),Force (N),Position (mm)
0.00682,3.62,0.0057000
0.00683,3.45,0.0058000
0.00685,3.39,0.0058000
0.00687,3.45,0.0059000
0.00688,3.51,0.0059000
0.00690,3.57,0.0059000
0.00692,3.57,0.0060000
0.00693,3.55,0.0060000
0.00695,3.53,0.0061000
0.00697,3.68,0.0061000
0.00698,4.01,0.0062000
0.00700,3.89,0.0062000
0.00702,3.68,0.0062000
0.00703,3.49,0.0063000
0.00705,3.64,0.0063000
0.00707,3.79,0.0064000
0.00708,3.99,0.0064000
0.00710,4.15,0.0065000
0.00712,4.12,0.0065000
0.00713,3.90,0.0066000
0.00715,3.86,0.0066000
0.00717,3.86,0.0067000
0.00718,4.01,0.0067000
0.00720,4.11,0.0067000
0.00722,4.04,0.0068000
0.00723,4.06,0.0068000
0.00725,4.26,0.0069000
0.00727,4.39,0.0069000
0.00728,4.30,0.0070000
0.00730,4.18,0.0070000
0.00732,4.12,0.0070000
0.00733,4.15,0.0071000
0.00735,4.21,0.0071000
0.00737,4.47,0.0072000
0.00738,4.54,0.0072000
0.00740,4.50,0.0073000
0.00742,4.47,0.0073000
0.00743,4.47,0.0073000
0.00745,4.49,0.0074000
0.00747,4.51,0.0074000
0.00748,4.55,0.0075000
0.00750,4.56,0.0075000
0.00752,4.66,0.0076000
0.00753,4.70,0.0076000
0.00755,4.70,0.0077000
0.00757,4.69,0.0077000
0.00758,4.69,0.0077000
0.00760,4.61,0.0078000
0.00762,4.61,0.0078000
0.00763,4.68,0.0079000
0.00765,4.81,0.0079000
0.00767,4.84,0.0080000
0.00768,4.74,0.0080000
0.00770,4.71,0.0081000
0.00772,4.75,0.0081000
0.00773,4.75,0.0081000
0.00775,4.92,0.0082000
0.00777,4.92,0.0082000
0.00778,4.96,0.0083000
0.00780,5.07,0.0083000
0.00782,5.07,0.0084000
0.00783,4.97,0.0084000
0.00785,4.98,0.0084000
0.00787,5.05,0.0085000
0.00788,5.08,0.0085000
0.00790,5.10,0.0086000
0.00792,5.18,0.0086000
0.00793,5.27,0.0087000
0.00795,5.29,0.0087000
0.00797,5.29,0.0088000
0.00798,5.30,0.0088000
0.00800,5.32,0.0088000
0.00802,5.32,0.0089000
0.00803,5.31,0.0089000
0.00805,5.31,0.0090000
0.00807,5.47,0.0090000
0.00808,5.47,0.0091000
0.00810,5.59,0.0091000
0.00812,5.59,0.0091000
0.00813,5.48,0.0092000
0.00815,5.48,0.0092000
0.00817,5.50,0.0093000
0.00818,5.50,0.0093000
0.00820,5.61,0.0094000
0.00822,5.75,0.0094000
0.00823,5.71,0.0095000
0.00825,5.60,0.0095000
0.00827,5.58,0.0095000
0.00828,5.68,0.0096000
0.00830,5.80,0.0096000
0.00832,5.82,0.0097000
0.00833,5.87,0.0097000
0.00835,5.87,0.0098000
0.00837,5.78,0.0098000
0.00838,5.83,0.0099000
0.00840,5.91,0.0099000
0.00842,5.98,0.0099000
0.00843,5.92,0.010000
0.00845,5.89,0.010000
0.00847,5.92,0.010000
0.00848,6.03,0.010100
0.00850,6.15,0.010100
0.00852,6.08,0.010200
0.00853,5.97,0.010200
0.00855,5.90,0.010200
0.00857,5.99,0.010300
0.00858,6.29,0.010300
0.00860,6.32,0.010400
0.00862,6.28,0.010400
0.00863,6.24,0.010500
0.00865,6.20,0.010500
0.00867,6.39,0.010600
0.00868,6.40,0.010600
0.00870,6.33,0.010700
0.00872,6.29,0.010700
0.00873,6.36,0.010700
0.00875,6.56,0.010800
0.00877,6.68,0.010800
0.00878,6.72,0.010900
0.00880,6.56,0.010900
0.00882,6.26,0.010900
0.00883,6.36,0.011000
0.00885,6.57,0.011000
0.00887,6.73,0.011100
0.00888,6.83,0.011100
0.00890,6.69,0.011200
0.00892,6.57,0.011200
0.00893,6.56,0.011300
0.00895,6.67,0.011300
0.00897,6.90,0.011400
0.00898,6.81,0.011400
0.00900,6.72,0.011400
0.00902,6.70,0.011500
0.00903,6.85,0.011500
0.00905,7.21,0.011600
0.00907,7.13,0.011600
0.00908,7.02,0.011600
0.00910,6.90,0.011700
0.00912,6.87,0.011700
0.00913,7.05,0.011800
0.00915,7.26,0.011800
0.00917,7.31,0.011900
0.00918,7.24,0.011900
0.00920,7.00,0.011900
0.00922,7.03,0.012000
0.00923,7.14,0.012000
0.00925,7.17,0.012100
0.00927,7.09,0.012100
0.00928,7.09,0.012200
0.00930,7.18,0.012200
0.00932,7.26,0.012200
0.00933,7.40,0.012300
0.00935,7.37,0.012300
0.00937,7.22,0.012400
0.00938,7.02,0.012400
0.00940,6.97,0.012500
0.00942,7.34,0.012500
0.00943,7.52,0.012500
0.00945,7.57,0.012600
0.00947,7.43,0.012600
0.00948,7.22,0.012600
0.00950,7.23,0.012700
0.00952,7.29,0.012700
0.00953,7.38,0.012800
0.00955,7.46,0.012800
0.00957,7.50,0.012900
0.00958,7.46,0.012900
0.00960,7.58,0.013000
0.00962,7.75,0.013000
0.00963,7.85,0.013000
0.00965,7.70,0.013100
0.00967,7.49,0.013100
0.00968,7.42,0.013200
0.00970,7.59,0.013200
0.00972,7.91,0.013200
0.00973,8.18,0.013300
0.00975,8.07,0.013300
0.00977,7.97,0.013400
0.00978,7.89,0.013400
0.00980,7.85,0.013500
0.00982,8.04,0.013500
0.00983,8.22,0.013500
0.00985,8.18,0.013600
0.00987,8.03,0.013700
0.00988,8.15,0.013700
0.00990,8.35,0.013700
0.00992,8.48,0.013800
0.00993,8.41,0.013800
0.00995,8.01,0.013900
0.00997,7.98,0.013900
0.00998,8.19,0.014000
0.0100,8.44,0.014000
0.0100,8.64,0.014000
0.0100,8.43,0.014000
0.0101,8.17,0.014100
0.0101,8.06,0.014100
0.0101,8.18,0.014200
0.0101,8.66,0.014200
0.0101,8.68,0.014300
